FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SAC,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
01/01/2026,1,-99,0.74,0.7,1.07,-99,1.12,-99,1.05,0.8,0.72,-99,0.93,0.46,-99,-99,-99,1.05,0.75,-99,-99,1.8,1.06,0.8,2.35,-99,-99,-99,1.15,0.89,0.75,0.94,2.17,1.66
01/01/2026,2,-99,0.55,0.78,1.03,-99,0.97,-99,0.95,0.96,0.71,-99,0.96,0.26,-99,-99,-99,1.31,0.67,-99,-99,1.43,0.6,1.47,2.72,-99,-99,-99,0.96,1.46,1.06,1.19,2.39,1.24
01/01/2026,3,-99,0.34,0.64,1.34,-99,0.75,-99,0.99,0.78,0.82,-99,1.18,0.16,-99,-99,-99,1.63,0.81,-99,-99,1.37,0.44,1.63,2.62,-99,-99,-99,0.72,1.39,1.26,1.48,2.78,1.46
01/01/2026,4,-99,0.23,0.62,1.26,-99,0.69,-99,1.04,0.78,0.74,-99,1.98,0.14,-99,-99,-99,1.43,1.25,-99,-99,1.43,0.36,1.43,2.77,-99,-99,-99,0.7,1.49,1.34,1.2,3.69,2.14
01/01/2026,5,-99,0.16,0.66,0.99,-99,0.69,-99,0.77,0.62,0.82,-99,1.5,0.1,-99,-99,-99,1.22,1.16,-99,-99,2.52,0.27,1.29,2.33,-99,-99,-99,0.53,2.04,1.45,1.58,2.67,1.89
01/01/2026,6,-99,0.16,0.61,1.55,-99,0.81,-99,0.81,0.55,0.8,-99,1.1,0.1,-99,-99,-99,1.37,1.46,-99,-99,2.43,0.34,1.15,2.18,-99,-99,-99,0.53,2.06,1.18,1.49,2.45,1.9
01/01/2026,7,-99,0.14,0.46,1.58,1.32,1.08,-99,0.54,0.52,0.69,-99,1.32,0.07,-99,-99,-99,1.5,1.39,-99,-99,1.74,0.66,1.16,3.26,-99,-99,-99,0.44,1.98,1.32,1.79,2.43,1.89
01/01/2026,8,-99,0.11,0.56,1.38,1.27,0.82,-99,0.52,0.55,0.79,-99,1.53,0.07,-99,-99,-99,1.83,1.83,-99,-99,1.61,0.61,1.12,2.82,-99,-99,-99,0.45,1.72,1.29,1.64,2.01,1.87
01/01/2026,9,-99,-99,0.58,1.36,1.05,0.82,-99,0.35,0.37,0.86,-99,1.62,0.09,-99,-99,-99,1.82,1.38,-99,-99,1.59,0.9,1.22,3.11,-99,-99,-99,0.54,1.76,1.06,1.72,1.96,1.73
01/01/2026,10,-99,0.78,0.88,1.45,1.04,1.12,-99,0.16,0.52,0.76,-99,1.82,0.13,-99,-99,-99,1.42,1.31,-99,-99,1.67,0.75,1.39,2.15,-99,-99,-99,0.72,1.7,0.96,1.26,1.7,1.74
01/01/2026,11,-99,0.52,0.92,1.31,1.12,0.91,-99,0.24,0.64,0.73,-99,1.25,0.14,-99,-99,-99,1.13,1.05,-99,-99,1.07,0.61,1.26,1.21,-99,-99,-99,0.82,1.1,0.66,0.96,1.15,1.37
01/01/2026,12,-99,0.44,0.46,0.6,0.58,0.66,-99,0.27,0.43,0.43,-99,0.59,0.19,-99,-99,-99,0.64,0.71,-99,-99,0.54,0.49,0.77,0.56,-99,-99,-99,0.51,0.3,0.43,0.38,0.53,1.05
01/01/2026,13,-99,0.39,0.39,0.29,0.27,0.35,-99,0.3,0.22,0.27,-99,0.3,0.22,-99,-99,-99,0.54,0.29,-99,-99,0.37,0.3,0.29,0.29,-99,-99,-99,0.26,0.22,0.16,0.22,0.31,0.62
01/01/2026,14,-99,0.35,0.4,0.22,0.23,0.29,-99,0.26,0.08,0.26,-99,0.2,0.27,-99,-99,-99,0.55,0.22,-99,-99,0.35,0.17,0.28,0.32,-99,-99,-99,0.22,0.17,0.21,0.3,0.26,0.34
01/01/2026,15,-99,0.27,0.27,0.23,0.26,0.25,-99,0.26,0.14,0.26,-99,0.23,0.32,-99,-99,-99,0.35,0.22,-99,-99,0.27,0.13,0.3,0.3,-99,-99,-99,0.19,0.1,0.23,0.27,0.29,0.21
01/01/2026,16,-99,0.25,0.33,0.22,0.2,0.25,-99,0.26,0.18,0.24,-99,0.23,0.32,-99,-99,-99,0.32,0.22,-99,-99,0.23,0.11,0.29,0.28,-99,-99,-99,0.15,0.14,0.22,0.18,0.26,0.25
01/01/2026,17,-99,0.25,0.38,0.19,0.21,0.24,-99,0.26,0.21,0.28,-99,0.19,0.36,-99,-99,-99,0.32,0.19,-99,-99,0.24,0.08,0.34,0.27,-99,-99,-99,0.24,0.09,0.18,0.13,0.28,0.36
01/01/2026,18,-99,0.26,0.48,0.21,0.28,0.22,-99,0.32,0.3,0.37,-99,0.24,0.4,-99,-99,-99,0.38,0.31,-99,-99,0.37,0.1,0.39,0.35,-99,-99,-99,0.3,0.15,0.19,0.18,0.39,0.43
01/01/2026,19,-99,0.37,0.53,0.51,0.43,0.28,-99,0.54,0.5,0.39,-99,0.48,0.49,-99,-99,-99,0.58,0.39,-99,-99,0.74,0.31,0.65,0.73,-99,-99,-99,0.38,0.25,0.38,0.38,0.59,0.4
01/01/2026,20,-99,0.33,0.63,0.54,0.65,0.53,-99,0.55,0.54,0.48,-99,0.56,0.3,-99,-99,-99,1,0.41,-99,-99,1.3,0.52,0.67,0.76,-99,-99,-99,0.53,0.4,0.87,0.87,0.79,0.28
01/01/2026,21,-99,0.23,0.49,0.61,0.76,0.54,-99,0.63,0.8,0.42,-99,0.66,0.26,-99,-99,-99,0.79,0.5,-99,-99,1,0.52,0.74,0.93,-99,-99,-99,0.68,0.57,1.01,1.15,0.87,0.47
01/01/2026,22,-99,0.31,0.53,0.7,0.78,0.6,-99,0.52,0.47,0.51,-99,0.78,0.23,-99,-99,-99,0.72,0.51,-99,-99,0.79,0.51,0.61,0.84,-99,-99,-99,0.66,0.45,1.14,0.61,1.01,0.88
01/01/2026,23,-99,0.23,0.48,0.65,0.69,0.56,-99,0.53,0.54,0.53,-99,0.74,0.2,-99,-99,-99,0.9,0.5,-99,-99,1.01,0.39,1,1.47,-99,-99,-99,0.59,0.61,1.55,0.82,1.37,0.77
01/01/2026,24,-99,0.16,0.29,0.63,0.77,0.37,-99,0.63,0.36,0.42,-99,0.69,0.13,-99,-99,-99,1.08,0.31,-99,-99,1.33,0.22,0.92,1.73,-99,-99,-99,0.6,0.68,1.51,0.8,1.24,0.73
02/01/2026,1,-99,0.15,0.25,0.62,0.53,0.26,-99,0.46,0.27,0.29,-99,0.57,0.13,-99,-99,-99,0.92,0.22,-99,-99,1.34,0.12,0.91,1.33,-99,-99,-99,0.28,0.48,1.11,1.07,1,1.02
02/01/2026,2,-99,0.1,0.25,0.65,0.51,0.28,-99,0.44,0.18,0.26,-99,0.65,0.1,-99,-99,-99,0.86,0.35,-99,-99,1.35,0.09,1.04,0.93,-99,-99,-99,0.23,0.4,0.78,1.51,0.74,1.12
02/01/2026,3,-99,0.08,0.22,0.5,0.31,0.33,-99,0.37,0.11,0.33,-99,0.52,0.09,-99,-99,-99,0.78,0.44,-99,-99,1.31,0.06,0.57,0.68,-99,-99,-99,0.19,0.29,0.81,1.33,0.68,1.12
02/01/2026,4,-99,0.08,0.18,0.79,0.33,0.38,-99,0.31,0.07,0.29,-99,0.67,0.08,-99,-99,-99,1.06,0.34,-99,-99,1,0.22,0.48,0.64,-99,-99,-99,0.17,0.33,0.56,0.86,0.77,1.08
02/01/2026,5,-99,0.05,0.22,0.65,0.48,0.37,-99,0.25,0.08,0.19,-99,0.74,0.04,-99,-99,-99,1.14,0.25,-99,-99,0.9,0.06,0.55,0.7,-99,-99,-99,0.21,0.48,0.73,0.71,0.83,1.36
02/01/2026,6,-99,0.04,0.38,0.75,0.63,0.25,-99,0.3,0.14,0.3,-99,0.76,0.04,-99,-99,-99,1.59,0.61,-99,-99,1.06,0.11,0.63,0.97,-99,-99,-99,0.36,0.68,0.47,0.45,1.22,1.24
02/01/2026,7,-99,0.03,0.75,0.97,0.89,0.37,-99,0.51,0.22,0.66,-99,1.01,0.02,-99,-99,-99,2.14,1.06,-99,-99,1.84,0.29,0.73,1.6,-99,-99,-99,0.66,0.96,0.6,1.07,1.29,1.32
02/01/2026,8,-99,0.05,1.4,1.02,2.07,0.59,-99,1,0.59,1.01,-99,1.05,0.02,-99,-99,-99,2.37,1.64,-99,-99,1.54,0.9,1.4,1.87,-99,-99,-99,0.93,1.01,0.7,1.27,1.53,2.07
02/01/2026,9,-99,0.29,1.27,0.97,-99,1.1,-99,0.77,0.82,0.87,-99,-99,0.06,-99,-99,-99,-99,1.23,-99,-99,-99,1.11,-99,-99,-99,-99,-99,1.7,1.37,0.84,1.77,1.16,-99
02/01/2026,10,-99,0.7,1.17,1.05,1.32,0.97,-99,0.42,1.16,1.41,-99,2.05,0.12,-99,-99,-99,-99,1.34,-99,-99,0.9,0.65,0.97,2.28,-99,-99,-99,0.94,1.3,0.53,1.35,1.5,1.41
02/01/2026,11,-99,0.51,0.88,1.29,1.27,0.83,-99,0.35,1.03,1.27,-99,1.67,0.09,-99,-99,-99,-99,1.01,-99,-99,1.06,0.64,0.73,1.49,-99,-99,-99,0.85,0.91,0.29,1.35,0.96,1.31
02/01/2026,12,-99,0.38,0.71,1.15,0.76,0.49,-99,0.31,0.49,0.73,-99,0.95,0.12,-99,-99,-99,1.21,0.71,-99,-99,0.82,0.37,0.48,0.7,-99,-99,-99,0.62,0.5,0.19,0.67,0.56,0.83
02/01/2026,13,-99,0.21,0.39,0.39,0.57,0.35,-99,0.34,0.24,0.37,-99,0.49,0.17,-99,-99,-99,0.81,0.4,-99,-99,0.38,0.17,0.27,0.29,-99,-99,-99,0.33,0.14,0.2,0.21,0.35,0.56
02/01/2026,14,-99,0.27,0.35,0.33,0.35,0.36,-99,0.42,0.18,0.39,-99,0.41,0.21,-99,-99,-99,0.88,0.36,-99,-99,0.24,0.29,0.14,0.11,-99,-99,-99,0.28,0.13,0.17,0.14,0.23,0.41
02/01/2026,15,-99,0.34,0.38,0.34,0.24,0.37,-99,0.45,0.22,0.28,-99,0.39,0.22,-99,-99,-99,0.73,0.31,-99,-99,0.4,0.27,0.19,0.16,-99,-99,-99,0.37,0.11,0.21,0.28,0.21,0.49
02/01/2026,16,-99,0.39,0.4,0.31,0.26,0.4,-99,0.47,0.2,0.31,-99,0.39,0.16,-99,-99,-99,0.77,0.27,-99,-99,0.38,0.28,0.25,0.26,-99,-99,-99,0.28,0.1,0.28,0.31,0.2,0.47
02/01/2026,17,-99,0.4,0.43,0.34,0.29,0.37,-99,0.53,0.23,0.47,-99,0.41,0.15,-99,-99,-99,0.78,0.29,-99,-99,0.44,0.29,0.26,0.24,-99,-99,-99,0.46,0.08,0.31,0.37,0.2,0.52
02/01/2026,18,-99,0.44,0.54,0.39,0.38,0.41,-99,0.57,0.44,0.65,-99,0.49,0.21,-99,-99,-99,0.8,0.37,-99,-99,0.6,0.37,0.39,0.36,-99,-99,-99,0.46,0.22,0.33,0.44,0.27,0.66
02/01/2026,19,-99,0.37,1.04,1.2,1.56,0.72,-99,1.25,1.09,1.33,-99,1.39,0.22,-99,-99,-99,1.26,1.01,-99,-99,0.71,0.79,0.98,0.46,-99,-99,-99,1.05,0.89,0.5,0.55,1.07,1.05
02/01/2026,20,-99,0.39,0.7,1.13,1.7,0.86,-99,0.74,1.04,1.31,-99,1.22,0.27,-99,-99,-99,1.46,0.93,-99,-99,0.81,0.66,0.87,0.53,-99,-99,-99,1.53,1.34,0.44,0.66,1.29,1.13
02/01/2026,21,-99,0.5,0.8,1.37,1.82,0.8,-99,0.57,1.2,1.77,-99,1.42,0.28,-99,-99,-99,1.45,0.56,-99,-99,0.94,0.76,0.75,0.48,-99,-99,-99,1.29,1.41,0.59,1.13,1.43,1.11
02/01/2026,22,-99,0.55,0.81,1.29,1.76,1,-99,0.52,1.04,1.15,-99,1.4,0.23,-99,-99,-99,1.48,0.45,-99,-99,0.97,0.72,0.64,0.47,-99,-99,-99,1.11,1.15,0.85,1.06,1.96,1.14
02/01/2026,23,-99,0.54,0.62,1.53,1.45,1.01,-99,0.48,0.92,0.88,-99,1.83,0.19,-99,-99,-99,2.34,0.54,-99,-99,1.17,0.74,1.14,0.69,-99,-99,-99,1.08,0.95,0.95,1.4,1.14,1.91
02/01/2026,24,-99,0.23,0.42,1.83,1.5,0.83,-99,0.51,0.43,0.6,-99,1.53,0.19,-99,-99,-99,1.83,0.44,-99,-99,1.89,0.45,1.05,2.26,-99,-99,-99,1.16,1.06,1.34,0.83,1.47,2.62
03/01/2026,1,-99,0.17,0.35,1.88,1.52,0.55,-99,0.37,0.25,0.49,-99,1.6,0.2,-99,-99,-99,1.81,0.38,-99,-99,1.56,0.31,1.16,1.7,-99,-99,-99,0.81,1.21,1.68,1.29,1.44,2.65
03/01/2026,2,-99,0.22,0.35,1.72,1.04,0.62,-99,0.28,0.22,0.51,-99,1.17,0.17,-99,-99,-99,1.37,0.77,-99,-99,1.32,0.26,1.24,1.72,-99,-99,-99,0.58,0.55,1.35,1.16,1.55,1.23
03/01/2026,3,-99,0.18,0.37,1.28,0.64,0.61,-99,0.32,0.18,0.45,-99,1.72,0.18,-99,-99,-99,1.36,1.06,-99,-99,1.02,0.15,0.64,1.78,-99,-99,-99,0.39,0.42,1.17,0.91,1.77,1.54
03/01/2026,4,-99,0.15,0.3,0.99,0.76,0.48,-99,0.3,0.16,0.41,-99,1.45,0.14,-99,-99,-99,1.46,0.86,-99,-99,1.09,0.13,0.39,1.47,-99,-99,-99,0.34,0.58,0.92,0.98,1.51,1.29
03/01/2026,5,-99,0.11,0.29,1.06,0.69,0.4,-99,0.38,0.16,0.4,-99,1.37,0.1,-99,-99,-99,1.57,0.94,-99,-99,1.52,0.17,0.51,1.88,-99,-99,-99,0.36,0.42,0.82,1.18,1.29,1.29
03/01/2026,6,-99,0.09,0.41,0.87,0.82,0.55,-99,0.3,0.17,0.42,-99,1.24,0.08,-99,-99,-99,2.08,0.92,-99,-99,1.99,0.3,0.59,1.39,-99,-99,-99,0.48,0.82,1.08,0.86,1.35,2.05
03/01/2026,7,-99,0.08,0.83,0.92,1.07,0.5,-99,0.39,0.25,0.55,-99,1.01,0.07,-99,-99,-99,2.02,1.09,-99,-99,1.76,0.47,0.99,2.27,-99,-99,-99,0.76,1,0.98,0.85,1.46,2.27
03/01/2026,8,-99,0.27,1.43,1.28,1.11,0.53,-99,1.01,0.68,0.95,-99,1.45,0.06,-99,-99,-99,2.51,1.33,-99,-99,1.16,0.86,1.39,2.66,-99,-99,-99,0.9,1.32,1.2,1.59,1.42,2.35
03/01/2026,9,-99,0.55,0.88,1.52,1.49,1.03,-99,0.94,1.01,1.11,-99,2.43,-99,-99,-99,-99,1.8,1.58,-99,-99,1.63,0.76,1.39,3.08,-99,-99,-99,0.91,1.29,0.97,1.92,1.64,2.4
03/01/2026,10,-99,0.68,1.09,1.3,1.35,1.2,-99,0.71,1.27,1.36,-99,2.27,0.16,-99,-99,-99,1.87,1.58,-99,-99,1.47,0.78,1.01,2.03,-99,-99,-99,1.11,1.53,0.6,1.93,1.28,2.18
03/01/2026,11,-99,0.47,1.03,1.13,0.98,1.01,-99,0.37,1.23,1.08,-99,1.71,0.12,-99,-99,-99,1.82,1.18,-99,-99,1.26,0.79,0.93,1.24,-99,-99,-99,1.09,1.37,0.65,1.47,0.86,1.78
03/01/2026,12,-99,0.42,0.63,1.04,0.53,0.63,-99,0.4,0.6,0.59,-99,1.12,0.11,-99,-99,-99,1.26,0.63,-99,-99,0.79,0.58,0.68,0.76,-99,-99,-99,0.64,0.42,0.42,0.63,0.65,1.22
03/01/2026,13,-99,0.25,0.47,0.68,0.49,0.49,-99,0.34,0.33,0.47,-99,0.76,0.14,-99,-99,-99,1.08,0.36,-99,-99,0.54,0.41,0.25,0.4,-99,-99,-99,0.5,0.27,0.39,0.32,0.33,0.75
03/01/2026,14,-99,0.23,0.37,0.48,0.41,0.32,-99,0.38,0.22,0.27,-99,0.61,0.15,-99,-99,-99,1,0.28,-99,-99,0.38,0.23,0.26,0.21,-99,-99,-99,0.33,0.21,0.3,0.16,0.29,0.35
03/01/2026,15,-99,0.2,0.36,0.37,0.51,0.27,-99,0.38,0.21,0.29,-99,0.56,0.19,-99,-99,-99,0.91,0.33,-99,-99,0.32,0.25,0.23,0.19,-99,-99,-99,0.29,0.14,0.33,0.1,0.25,0.28
03/01/2026,16,-99,0.25,0.4,0.42,0.37,0.34,-99,0.39,0.23,0.37,-99,0.43,0.22,-99,-99,-99,0.79,0.37,-99,-99,0.29,0.23,0.3,0.23,-99,-99,-99,0.37,0.13,0.36,0.15,0.28,0.27
03/01/2026,17,-99,0.3,0.41,0.32,0.31,0.32,-99,0.44,0.25,0.35,-99,0.36,0.21,-99,-99,-99,0.87,0.27,-99,-99,0.36,0.27,0.27,0.28,-99,-99,-99,0.39,0.1,0.31,0.17,0.28,0.32
03/01/2026,18,-99,0.34,0.44,0.31,0.4,0.25,-99,0.55,0.42,0.32,-99,0.39,0.26,-99,-99,-99,0.99,0.33,-99,-99,0.49,0.25,0.33,0.37,-99,-99,-99,0.61,0.16,0.26,0.28,0.3,0.33
03/01/2026,19,-99,0.32,0.56,0.55,0.58,0.46,-99,0.88,0.46,0.47,-99,0.55,0.29,-99,-99,-99,0.89,0.47,-99,-99,0.47,0.6,0.39,0.4,-99,-99,-99,0.43,0.24,0.46,0.31,0.36,0.49
03/01/2026,20,-99,0.37,0.54,0.39,0.37,0.34,-99,0.71,0.45,0.42,-99,0.49,0.25,-99,-99,-99,0.68,0.39,-99,-99,0.54,0.43,0.45,0.66,-99,-99,-99,0.37,0.27,0.3,0.23,0.41,0.53
03/01/2026,21,-99,0.46,0.58,0.38,0.46,0.32,-99,0.71,0.59,0.35,-99,0.43,0.2,-99,-99,-99,0.77,0.38,-99,-99,0.54,0.36,0.41,0.53,-99,-99,-99,0.47,0.44,0.28,0.25,0.5,0.5
03/01/2026,22,-99,0.44,0.59,0.51,0.67,0.44,-99,0.58,0.59,0.38,-99,0.53,0.21,-99,-99,-99,0.94,0.39,-99,-99,0.61,0.56,0.5,0.53,-99,-99,-99,0.49,0.48,0.42,0.41,0.66,0.57
03/01/2026,23,-99,0.24,0.71,0.61,0.52,0.61,-99,0.64,-99,0.36,-99,0.67,0.2,-99,-99,-99,0.95,0.4,-99,-99,0.82,0.53,0.48,0.92,-99,-99,-99,0.44,0.48,0.71,0.58,0.45,0.42
03/01/2026,24,-99,0.18,0.58,0.45,0.47,0.54,-99,0.62,0.88,0.33,-99,0.57,0.15,-99,-99,-99,0.85,0.3,-99,-99,1.05,0.4,0.37,1.1,-99,-99,-99,0.49,0.72,0.63,0.5,0.59,0.35
04/01/2026,1,-99,0.18,0.33,0.36,0.52,0.43,-99,0.43,0.74,0.24,-99,0.52,0.16,-99,-99,-99,0.88,0.29,-99,-99,0.8,0.28,0.3,0.9,-99,-99,-99,0.33,0.55,0.43,0.47,0.4,0.52
04/01/2026,2,-99,0.16,0.3,0.33,0.37,0.38,-99,0.4,0.62,0.19,-99,0.41,0.11,-99,-99,-99,0.72,0.26,-99,-99,0.67,0.29,0.22,0.84,-99,-99,-99,0.29,0.59,0.81,0.36,0.44,0.75
04/01/2026,3,-99,0.16,0.24,0.3,0.39,0.41,-99,0.51,0.55,0.26,-99,0.42,0.14,-99,-99,-99,0.71,0.18,-99,-99,0.67,0.27,0.14,0.58,-99,-99,-99,0.34,0.42,0.39,0.36,0.83,0.86
04/01/2026,4,-99,0.15,0.22,0.29,0.4,0.27,-99,0.56,0.42,0.28,-99,0.43,0.13,-99,-99,-99,0.8,0.25,-99,-99,0.44,0.18,0.23,0.44,-99,-99,-99,0.38,0.52,0.6,0.61,0.79,0.9
04/01/2026,5,-99,0.13,0.26,0.38,0.42,0.27,-99,0.41,0.41,0.3,-99,0.53,0.11,-99,-99,-99,1.15,0.46,-99,-99,0.4,0.22,0.37,0.53,-99,-99,-99,0.33,0.46,0.51,0.56,0.88,0.74
04/01/2026,6,-99,0.11,0.32,0.71,0.44,0.27,-99,0.39,0.42,0.3,-99,0.73,0.09,-99,-99,-99,0.95,0.76,-99,-99,0.74,0.35,0.51,0.68,-99,-99,-99,0.21,0.4,0.41,0.61,0.69,0.85
04/01/2026,7,-99,0.13,0.43,0.65,0.58,0.29,-99,0.57,0.46,0.55,-99,0.69,0.09,-99,-99,-99,1.22,0.93,-99,-99,1,0.52,0.53,1.13,-99,-99,-99,0.33,0.6,0.64,0.92,0.99,1.36
04/01/2026,8,-99,0.15,0.64,0.84,1.06,0.48,-99,0.79,0.6,0.92,-99,1.26,0.07,-99,-99,-99,1.66,1.04,-99,-99,1.19,0.65,0.99,1.52,-99,-99,-99,0.75,0.74,0.8,1.19,-99,1.34
04/01/2026,9,-99,0.41,1.07,0.95,0.76,0.75,-99,1.24,0.97,1.06,-99,1.16,0.09,-99,-99,-99,1.33,1.27,-99,-99,1.44,0.81,0.96,1.51,-99,-99,-99,0.64,1.28,0.71,1.12,-99,1.41
04/01/2026,10,-99,0.36,0.73,0.88,0.71,0.85,-99,0.98,1.31,1.05,-99,0.98,0.09,-99,-99,-99,1.19,1.03,-99,-99,0.96,0.52,0.64,1.41,-99,-99,-99,0.75,0.92,0.55,0.94,0.4,1.31
04/01/2026,11,-99,0.48,0.57,0.61,0.57,0.58,-99,0.58,0.94,0.74,-99,0.9,0.14,-99,-99,-99,1.1,0.72,-99,-99,0.72,0.41,0.51,1.16,-99,-99,-99,0.54,0.61,0.8,0.47,0.51,1.05
04/01/2026,12,-99,0.4,0.56,0.6,0.59,0.56,-99,0.54,0.99,0.52,-99,0.86,0.23,-99,-99,-99,1.07,0.61,-99,-99,0.61,0.44,0.4,0.63,-99,-99,-99,0.59,0.49,0.6,0.35,0.3,0.62
04/01/2026,13,-99,0.24,0.47,0.41,0.51,0.38,-99,0.43,0.63,0.34,-99,0.46,0.23,-99,-99,-99,0.75,0.46,-99,-99,0.42,0.26,0.23,0.28,-99,-99,-99,0.46,0.27,0.36,0.23,0.09,0.45
04/01/2026,14,-99,0.22,0.37,0.33,0.37,0.28,-99,0.43,0.57,0.35,-99,0.39,0.25,-99,-99,-99,0.74,0.31,-99,-99,0.28,0.24,0.21,0.17,-99,-99,-99,0.32,0.2,0.22,0.16,0,0.47
04/01/2026,15,-99,0.22,0.23,0.3,0.31,0.3,-99,0.43,0.49,0.34,-99,0.46,0.25,-99,-99,-99,0.81,0.32,-99,-99,0.23,0.26,0.22,0.21,-99,-99,-99,0.27,0.15,0.19,0.13,0,0.39
04/01/2026,16,-99,0.2,0.25,0.3,0.34,0.28,-99,0.45,0.48,0.35,-99,0.48,0.27,-99,-99,-99,0.73,0.38,-99,-99,0.32,0.22,0.3,0.22,-99,-99,-99,0.28,0.15,0.22,0.14,0,0.36
04/01/2026,17,-99,0.25,0.04,0.38,0.41,0.3,-99,0.42,0.55,0.32,-99,0.5,0.3,-99,-99,-99,0.67,0.38,-99,-99,0.31,0.22,0.29,0.22,-99,-99,-99,0.27,0.19,0.24,0.16,0.03,0.38
04/01/2026,18,-99,0.34,0.1,0.44,0.5,0.34,-99,0.62,0.62,0.64,-99,0.53,0.33,-99,-99,-99,0.7,0.55,-99,-99,0.31,0.25,0.38,0.31,-99,-99,-99,0.37,0.28,0.3,0.18,0.07,0.52
04/01/2026,19,-99,0.37,0.85,0.95,1.21,0.64,-99,1.23,1.41,1.36,-99,1.23,0.36,-99,-99,-99,1.41,1.39,-99,-99,0.58,0.57,1.21,0.56,-99,-99,-99,1.22,0.75,0.58,0.56,0.77,0.71
04/01/2026,20,-99,0.34,-99,1.35,2.11,0.77,-99,1.87,1.5,1.75,-99,1.88,0.41,-99,-99,-99,1.57,1.4,-99,-99,0.71,0.56,1.28,0.61,-99,-99,-99,1.36,1.37,0.93,0.83,1.34,1.61
04/01/2026,21,-99,0.38,-99,1.59,1.57,0.66,-99,0.65,1.51,1.49,-99,2.15,0.43,-99,-99,-99,1.77,1.21,-99,-99,0.75,0.62,0.83,0.56,-99,-99,-99,1.21,0.83,0.81,1.04,1.47,1.36
04/01/2026,22,-99,0.56,-99,1.29,1.71,0.74,-99,0.63,1.29,0.99,-99,1.87,0.3,-99,-99,-99,2.49,0.65,-99,-99,1.14,0.84,0.92,1.2,-99,-99,-99,0.94,1.1,1.02,1.37,1.84,1.13
04/01/2026,23,-99,0.4,-99,1.49,1.79,1.01,-99,0.61,1.15,0.7,-99,1.42,0.22,-99,-99,-99,2.39,0.54,-99,-99,1.65,0.68,1.12,2.16,-99,-99,-99,1.1,1.27,1.33,1.18,2.33,1.96
04/01/2026,24,-99,0.31,-99,2.04,1.66,0.79,-99,0.45,0.68,0.53,-99,1.03,0.22,-99,-99,-99,2.68,0.74,-99,-99,1.6,0.44,1.38,2.12,-99,-99,-99,0.97,0.8,1.69,1.11,1.38,2.8
05/01/2026,1,-99,0.32,-99,1.82,1.46,0.57,-99,0.61,0.6,0.73,-99,1.37,0.27,-99,-99,-99,2.23,1.41,-99,-99,1.93,0.34,1.15,1.83,-99,-99,-99,0.8,0.89,1.33,1.65,1.39,2.62
05/01/2026,2,-99,0.25,-99,1.84,1.29,0.51,-99,0.56,0.57,0.63,-99,1.42,0.22,-99,-99,-99,2.07,0.5,-99,-99,2,0.39,1.01,2.46,-99,-99,-99,0.58,0.61,1.14,1.35,0.9,1.83
05/01/2026,3,-99,0.25,-99,1.23,0.73,0.54,-99,0.44,0.47,0.36,-99,1.04,0.2,-99,-99,-99,2.09,0.64,-99,-99,1.83,0.27,1.13,2.09,-99,-99,-99,0.34,0.48,1.09,1.58,0.93,1.63
05/01/2026,4,-99,0.19,-99,1.06,0.4,0.46,-99,0.42,0.43,0.28,-99,0.69,0.16,-99,-99,-99,2.16,0.65,-99,-99,1.17,0.29,0.57,1.36,-99,-99,-99,0.26,0.5,1.09,0.95,0.97,1.41
05/01/2026,5,-99,0.16,-99,0.97,0.54,0.35,-99,0.42,0.42,0.31,-99,1.35,0.14,-99,-99,-99,1.23,0.59,-99,-99,0.85,0.21,0.6,1.77,-99,-99,-99,0.21,0.55,0.89,1.05,0.8,1.94
05/01/2026,6,-99,0.15,-99,1.17,0.71,0.36,-99,0.63,0.49,0.48,-99,1.32,0.16,-99,-99,-99,1.4,1.02,-99,-99,0.96,0.21,0.81,2.04,-99,-99,-99,0.56,0.56,0.91,1.36,1.48,2.66
05/01/2026,7,-99,0.14,-99,1.4,1.52,0.64,-99,1.05,0.67,1.21,-99,1.42,0.1,-99,-99,-99,1.85,1.43,-99,-99,1.5,0.58,0.86,2.28,-99,-99,-99,1.46,1.57,1.04,1.16,2.27,2.75
05/01/2026,8,-99,0.14,-99,1.43,2.63,1.16,-99,1.31,0.83,2.06,-99,1.56,0.07,-99,-99,-99,2.18,2.56,-99,-99,2.56,1.68,1.19,2.55,-99,-99,-99,1.42,1.91,1.09,2.19,2.42,2.57
05/01/2026,9,-99,0.41,-99,1.37,2.3,1.72,-99,1.31,0.99,1.57,-99,1.8,0.11,-99,-99,-99,2.32,1.79,-99,-99,4.04,1.58,1.3,2.78,-99,-99,-99,1.69,2.08,1.1,1.6,2.31,2.68
05/01/2026,10,-99,0.87,-99,-99,2.21,1.4,-99,-99,2.12,1.95,-99,1.7,0.18,-99,-99,-99,-99,1.53,-99,-99,2.91,1,1.15,2.62,-99,-99,-99,1.5,1.97,0.71,1.26,1.51,2.24
05/01/2026,11,-99,0.86,-99,-99,1.85,0.87,-99,-99,2.18,1.63,-99,1.52,0.16,-99,-99,-99,-99,1.1,-99,-99,2.64,0.78,1.23,1.75,-99,-99,-99,1.16,2.09,0.78,1,1.1,1.59
